delta,std,mean,variable,method,lower,upper,median
2.090909090909091,0.0,0.5934778159424942,order,true,0.5934778159424942,0.5934778159424942,
2.1515151515151514,0.037176156246703805,0.6587093813132747,order,taylor,0.5947193673214648,0.7267527070737236,0.6584780972484998
2.1515151515151514,0.03158115290141042,0.5990276359102442,order,ipw,0.5441384596040207,0.6566381563167232,0.5979921391581846
2.1515151515151514,0.0,0.5963279359739456,order,true,0.5963279359739456,0.5963279359739456,
2.212121212121212,0.038164446169262595,0.6676925330909914,order,taylor,0.6016656101793136,0.7375032783184325,0.6671759554829328
2.212121212121212,0.03205159863076648,0.6020381015511428,order,ipw,0.5461054986201523,0.6603283568328727,0.6009333132035719
2.212121212121212,0.0,0.5994074961283382,order,true,0.5994074961283382,0.5994074961283382,
2.2727272727272725,0.03916687579252324,0.6769647001759762,order,taylor,0.6088578805999458,0.7485289430338968,0.6762889093556304
2.2727272727272725,0.03250799231880695,0.6049816738370335,order,ipw,0.5480402563279623,0.6639344625360536,0.6038171693880152
2.2727272727272725,0.0,0.6023090716601792,order,true,0.6023090716601792,0.6023090716601792,
2.333333333333334,0.04018350824914475,0.6865258825682292,order,taylor,0.6162961785833619,0.7598297012201171,0.6858480967497167
2.333333333333334,0.032950137789267836,0.6078542622976114,order,ipw,0.5499385829926879,0.6674340486420559,0.6067334733348841
2.333333333333334,0.0,0.605633957900707,order,true,0.605633957900707,0.605633957900707,
2.3939393939393945,0.04121442791535972,0.6963760802677501,order,taylor,0.6239805041295615,0.7714055528770924,0.6958103133419735
2.3939393939393945,0.03337790752940902,0.6106524088268328,order,ipw,0.5518779438303776,0.6708354976101679,0.6095175127971143
2.3939393939393945,0.0,0.608841118619416,order,true,0.608841118619416,0.608841118619416,
2.454545454545455,0.0422597375710869,0.7065152932745393,order,taylor,0.6319108572385447,0.7832564980048233,0.7063100896568872
2.454545454545455,0.03379123771967731,0.6133732570593742,order,ipw,0.5539904811056852,0.674141596900642,0.6121540639548855
2.454545454545455,0.0,0.6114892888502108,order,true,0.6114892888502108,0.6114892888502108,
2.5151515151515156,0.04331955586965896,0.7169435215885965,order,taylor,0.6400872379103114,0.7953825366033096,0.7171918410708552
2.5151515151515156,0.03419012331483623,0.6160145192878863,order,ipw,0.5560457787413293,0.6773497215445657,0.6147104020259662
2.5151515151515156,0.0,0.614338356284275,order,true,0.614338356284275,0.614338356284275,
2.575757575757576,0.044394015082627226,0.727660765209922,order,taylor,0.648791123603229,0.8077836686725517,0.7278354317362177
2.575757575757576,0.034574613193492844,0.6185744415387697,order,ipw,0.5580419135512604,0.6804578860675672,0.6171851460830395
2.575757575757576,0.0,0.6168735656010795,order,true,0.6168735656010795,0.6168735656010795,
2.6363636363636367,0.04548325908909937,0.7386670241385154,order,taylor,0.6577854346524136,0.820444389820142,0.7385677880185183
2.6363636363636367,0.034944805395711716,0.621051767386354,order,ipw,0.5599773925722665,0.6834647004603656,0.6195773838636742
2.6363636363636367,0.0,0.6195416668947547,order,true,0.6195416668947547,0.6195416668947547,
2.6969696969696972,0.04658744158263155,0.7499622983743771,order,taylor,0.6670595362349111,0.8333406203708216,0.7497126321581324
2.6969696969696972,0.03530084246972793,0.6234457010411444,order,ipw,0.5618511223485152,0.6863693253425552,0.6218866348360177
2.6969696969696972,0.0,0.6216539963502623,order,true,0.6216539963502623,0.6216539963502623,
2.757575757575758,0.0477067244718614,0.7615465879175067,order,taylor,0.676613428350721,0.8465089080704133,0.7613113430923392
2.757575757575758,0.0356429069489121,0.6257558701989765,order,ipw,0.5636623780178568,0.6891714269058402,0.6241128132982356
2.757575757575758,0.0,0.6240475172732185,order,true,0.6240475172732185,0.6240475172732185,
2.8181818181818183,0.04884127645386276,0.7734198927679047,order,taylor,0.6864471109998439,0.8599492529189174,0.7731828030835375
2.8181818181818183,0.03597121697929843,0.6279822890861483,order,ipw,0.5654107725488874,0.6920004558669361,0.626256191920423
2.8181818181818183,0.0,0.6262834899234049,order,true,0.6262834899234049,0.6262834899234049,
2.878787878787879,0.049991271741666725,0.7855822129255706,order,taylor,0.6965716211277213,0.8736616549163339,0.7853270121317275
2.878787878787879,0.036286022116394326,0.630125322082407,order,ipw,0.5670962264354951,0.6948139262038392,0.6283491788214239
2.878787878787879,0.0,0.6282036956889739,order,true,0.6282036956889739,0.6282036956889739,
2.9393939393939394,0.05115688892955604,0.7980335483905049,order,taylor,0.7069732861723023,0.8877241337104225,0.7977439702369092
2.9393939393939394,0.036587599307836435,0.63218564825041,order,ipw,0.5687189381133966,0.6975160791427722,0.6304341555058057
2.9393939393939394,0.0,0.630315742594956,order,true,0.630315742594956,0.630315742594956,
3.0,0.05233830998163873,0.810773899162707,order,taylor,0.7171466497993247,0.9026329632517808,0.8105872885446206
3.0,0.036876249075917675,0.6341642270480983,order,ipw,0.5702793553219612,0.7001085649910711,0.6324574512015766
3.0,0.0,0.6324876634314386,order,true,0.6324876634314386,0.6324876634314386,
-3.0,0.15397066984120727,0.4459185314044163,age,taylor,0.20420986097821034,0.7044639503031137,0.4324637308688284
-3.0,3.5590021027284173,0.2642323024850766,age,ipw,0.0002565256052718007,0.047795615402975,0.0016259989886093648
-3.0,0.0,0.3620057619274862,age,true,,,
-2.9393939393939394,0.1484768649791287,0.44865820081129676,age,taylor,0.2164509166133117,0.7003587145796839,0.4342225522824458
-2.9393939393939394,4.143394627767314,0.3093840863432592,age,ipw,0.00038952989604496723,0.06292386130910474,0.0023191853407217708
-2.9393939393939394,0.0,0.3668956647324282,age,true,,,
-2.878787878787879,0.14309492534496857,0.4513524853329169,age,taylor,0.22620425514470271,0.693688682712508,0.4359819941333425
-2.878787878787879,4.753416481501432,0.35725946564157424,age,ipw,0.0005807431203460492,0.08081613101206916,0.00332442506220138
-2.878787878787879,0.0,0.37144613064842363,age,true,,,
-2.8181818181818183,0.1378248486209126,0.45400138496927667,age,taylor,0.23519781972175477,0.6870992775821818,0.4382646357937343
-2.8181818181818183,5.373749839584519,0.40691176291660064,age,ipw,0.0008507033469662314,0.10294479721399569,0.004643693583570998
-2.8181818181818183,0.0,0.37635229888498883,age,true,,,
-2.757575757575758,0.13266663227898454,0.4566048997203761,age,taylor,0.24621040240943742,0.6820506628134367,0.4420310702549981
-2.757575757575758,5.986481249002584,0.4572088539661218,age,ipw,0.001242450150713309,0.1336347173377398,0.0064337529884617665
-2.757575757575758,0.0,0.3813192227581646,age,true,,,
-2.696969696969697,0.12762027355981104,0.4591630295862153,age,taylor,0.2572820890927337,0.677761929612419,0.44549405976699485
-2.696969696969697,6.57187252481492,0.5068811278309469,age,ipw,0.001797527748120723,0.17098989525985273,0.008877328674285243
-2.696969696969697,0.0,0.38634812416897557,age,true,,,
-2.6363636363636362,0.122685769449136,0.46167577456679426,age,taylor,0.26716672445302914,0.6728169618770923,0.44809192210839166
-2.6363636363636362,7.1093652450740255,0.5545851598740995,age,ipw,0.0025660902588922375,0.2156584085468095,0.012032331909462079
-2.6363636363636362,0.0,0.39107167632260464,age,true,,,
-2.5757575757575757,0.11786311665186197,0.4641431346621128,age,taylor,0.27802929775725793,0.6645789698210782,0.4506505022715388
-2.5757575757575757,7.578753211008369,0.5989788649505856,age,ipw,0.0036083508141041085,0.26778279558133095,0.0160922839974992
-2.5757575757575757,0.0,0.39561259162466156,age,true,,,
-2.515151515151515,0.1131523115633864,0.4665651098721712,age,taylor,0.28867273313486896,0.6583875822865742,0.45333137514517063
-2.515151515151515,7.961432521745468,0.6388022627074396,age,ipw,0.004996046874738164,0.31085692313367125,0.021039295544923987
-2.515151515151515,0.0,0.40028545784426434,age,true,,,
-2.4545454545454546,0.10855335023799066,0.4689417001969691,age,taylor,0.2990846557170773,0.6512485203846912,0.4565586066723904
-2.4545454545454546,8.241622708047974,0.6729569184679712,age,ipw,0.006830151830218628,0.35305002746771097,0.027425896692580668
-2.4545454545454546,0.0,0.405639316199416,age,true,,,
-2.393939393939394,0.10406622835403986,0.471272905636507,age,taylor,0.3089637851867192,0.6442988340965204,0.45927380803809253
-2.393939393939394,8.40744761862567,0.7005768133449731,age,ipw,0.009220729812807223,0.3956679969943658,0.035070644470926976
-2.393939393939394,0.0,0.40970855462790884,age,true,,,
-2.333333333333333,0.09969094117575707,0.4735587261907844,age,taylor,0.31878004485477784,0.6384157876793051,0.4629115520404745
-2.333333333333333,8.451772927171115,0.721083939182203,age,ipw,0.012293586723611211,0.4376529081587773,0.044262788940737915
-2.333333333333333,0.0,0.413165421531735,age,true,,,
-2.2727272727272725,0.09542748351135735,0.47579916185980153,age,taylor,0.32838215921449,0.6344349293370564,0.4651677058962125
-2.2727272727272725,8.372717883914946,0.734223279064537,age,ipw,0.016189000137452576,0.4845049544524815,0.05448701055553312
-2.2727272727272725,0.0,0.4182747753583904,age,true,,,
-2.212121212121212,0.09127584966736446,0.47799421264355835,age,taylor,0.3368044525273325,0.6319479092734291,0.46817815857584055
-2.212121212121212,8.173790063231639,0.7400738704765398,age,ipw,0.021059199978714204,0.5380891535947905,0.06562033807328538
-2.212121212121212,0.0,0.4220051182250705,age,true,,,
-2.1515151515151514,0.08723603339899978,0.4801438785420549,age,taylor,0.34349370252742817,0.6293924971532574,0.4714832323386866
-2.1515151515151514,7.863629561118015,0.7390351002383264,age,ipw,0.027064450150390756,0.5943151549668467,0.07787117546519956
-2.1515151515151514,0.0,0.42646471583518264,age,true,,,
-2.090909090909091,0.08330802785663297,0.4822481595552912,age,taylor,0.3500730661221307,0.6267601903515809,0.4734858061429658
-2.090909090909091,7.4553885492163765,0.7317899278536097,age,ipw,0.03425299571136285,0.6573871933597542,0.09437067880591046
-2.090909090909091,0.0,0.4303815751824151,age,true,,,
-2.0303030303030303,0.07949182552843488,0.48430705568326715,age,taylor,0.35678030599456967,0.624118496632215,0.47552912358083754
-2.0303030303030303,6.965808195623635,0.7192490425455529,age,ipw,0.041777489399846435,0.7175180303722289,0.11151750326161644
-2.0303030303030303,0.0,0.4351970451806069,age,true,,,
-1.9696969696969697,0.07578741817959084,0.48632056692598286,age,taylor,0.36583591025495854,0.6196070261359283,0.4787583580539353
-1.9696969696969697,6.4140831431188365,0.7024817338793867,age,ipw,0.05061072357942335,0.7729467164134045,0.13085718952814324
-1.9696969696969697,0.0,0.4392041783512576,age,true,,,
-1.9090909090909092,0.07219479678873819,0.4882886932834382,age,taylor,0.37463438131127313,0.6143627662572497,0.48122764086258607
-1.9090909090909092,5.820620649452974,0.6826402863301166,age,ipw,0.062071156989583064,0.8220311776227943,0.15089074905698785
-1.9090909090909092,0.0,0.4426303881516307,age,true,,,
-1.8484848484848484,0.06871395148271775,0.49021143475563334,age,taylor,0.37973138982927546,0.6107855536617688,0.48369812122021677
-1.8484848484848484,5.205805509467057,0.6608848993753575,age,ipw,0.07534233382119727,0.8631232762122462,0.17071361692343992
-1.8484848484848484,0.0,0.44750924319698854,age,true,,,
-1.7878787878787878,0.06534487147131028,0.49208879134256817,age,taylor,0.3832631541766257,0.6080248688868868,0.4862212923586325
-1.7878787878787878,4.588873247911492,0.6383155159575052,age,ipw,0.09041678654056985,0.8922598474273418,0.19220277107227401
-1.7878787878787878,0.0,0.45103011200448406,age,true,,,
-1.7272727272727273,0.06208754498441456,0.49392076304424265,age,taylor,0.39045559097913957,0.6038297666307979,0.4884612322038755
-1.7272727272727273,3.9869747845114643,0.6159156548676851,age,ipw,0.10729659097546858,0.9305943743932003,0.21732244561239678
-1.7272727272727273,0.0,0.4542645897910562,age,true,,,
-1.6666666666666665,0.05894195921517139,0.4957073498606568,age,taylor,0.39721464179246485,0.5991219573321411,0.49073654793505184
-1.6666666666666665,3.414489128810643,0.5945116100607215,age,ipw,0.12518682728615274,0.9630468092900749,0.24220502089042112
-1.6666666666666665,0.0,0.45894642908280225,age,true,,,
-1.606060606060606,0.05590810027392291,0.49744855179181074,age,taylor,0.4026975687906904,0.5945958252493638,0.49282313967383595
-1.606060606060606,2.8826106630528625,0.5747484659021165,age,ipw,0.14272946902046912,0.9800004219799897,0.2636604630129489
-1.606060606060606,0.0,0.46171946504648476,age,true,,,
-1.5454545454545454,0.05298595315969881,0.49914436883770436,age,taylor,0.41042935822705473,0.5900063664070017,0.4952099713000406
-1.5454545454545454,2.399208252657928,0.5570825419294404,age,ipw,0.16118458161855964,0.9206057646115877,0.2898046906746522
-1.5454545454545454,0.0,0.4657372532590095,age,true,,,
-1.4848484848484849,0.050175501758244846,0.5007948009983377,age,taylor,0.41494546841076146,0.5852417055831921,0.49660660498480713
-1.4848484848484849,1.9689282529276226,0.5417883413557236,age,ipw,0.18035063855041078,0.9132269317397487,0.3134630543098392
-1.4848484848484849,0.0,0.470019884783868,age,true,,,
-1.4242424242424243,0.04747672887855104,0.5023998482737108,age,taylor,0.4207509125217484,0.5806558291388179,0.49826529152505183
-1.4242424242424243,1.5934949153899391,0.528976981930827,age,ipw,0.2000013094385899,0.9170056742063379,0.3385467294936217
-1.4242424242424243,0.0,0.47238480532448746,age,true,,,
-1.3636363636363635,0.044889616343500846,0.5039595106638235,age,taylor,0.42793475591235286,0.5762487370738789,0.5011498215499712
-1.3636363636363635,1.272150964106379,0.5186225015350501,age,ipw,0.22089924188388843,0.9124900565162913,0.3603656761437861
-1.3636363636363635,0.0,0.4752622709458587,age,true,,,
-1.303030303030303,0.04241414515471716,0.5054737881686759,age,taylor,0.4347961109386029,0.5720204293883755,0.503540945053153
-1.303030303030303,1.0021782109876765,0.5105923403501841,age,ipw,0.24290618832988686,0.8944562553773715,0.3775332184576754
-1.303030303030303,0.0,0.47927537084975796,age,true,,,
-1.2424242424242424,0.04005029575693751,0.506942680788268,age,taylor,0.44133497760049833,0.5684818399276603,0.5061683377418662
-1.2424242424242424,0.7794419792544455,0.5046786287471917,age,ipw,0.2650251402834111,0.8697318134065931,0.39583791224570375
-1.2424242424242424,0.0,0.48173035673373554,age,true,,,
-1.1818181818181817,0.03779804843319372,0.5083661885225998,age,taylor,0.44673283381333556,0.5665440859114887,0.5084093113410783
-1.1818181818181817,0.5989120692624159,0.5006275357617517,age,ipw,0.2871880947415909,0.8398112495518945,0.4141259209043545
-1.1818181818181817,0.0,0.48517317834711376,age,true,,,
-1.121212121212121,0.03565738386837652,0.5097443113716714,age,taylor,0.4507381490273485,0.5650090469283775,0.510568439038344
-1.121212121212121,0.455124963727219,0.4981647215054443,age,ipw,0.3084759856672275,0.8061579556189931,0.4309176468308273
-1.121212121212121,0.0,0.4879757248183397,age,true,,,
-1.0606060606060606,0.03362828392476304,0.5110770493354828,age,taylor,0.4547685623899466,0.5627866474731096,0.5114651445815763
-1.0606060606060606,0.34256488770440596,0.4970157589704043,age,ipw,0.3291493743188599,0.7691021568325096,0.4416420040248466
-1.0606060606060606,0.0,0.4909353267288802,age,true,,,
-1.0,0.03171073267759632,0.5123644024140337,age,taylor,0.4586871168248334,0.5608391267632938,0.5122281837803697
-1.0,0.2559534854142666,0.49692114108207247,age,ipw,0.3495135034426781,0.7281733236097196,0.45255295527062933
-1.0,0.0,0.4933450819827564,age,true,,,
-0.9393939393939394,0.029904717759921467,0.5136063706073244,age,taylor,0.4624938123320086,0.5579156082906757,0.5140849963411842
-0.9393939393939394,0.19044805435697904,0.4976460957362229,age,ipw,0.3684747808630246,0.6992305099825575,0.4627281062330254
-0.9393939393939394,0.0,0.4952577062390838,age,true,,,
-0.8787878787878789,0.02821023206076296,0.5148029539153548,age,taylor,0.46654317814556945,0.5570939512288332,0.515557999824432
-0.8787878787878789,0.14175599254727703,0.49898585904501813,age,ipw,0.3868990116981251,0.6720624874170543,0.4705366161325909
-0.8787878787878789,0.0,0.4975382866150692,age,true,,,
-0.8181818181818183,0.026627275805440335,0.5159541523381249,age,taylor,0.4699218207717526,0.5555304209411562,0.516189065197485
-0.8181818181818183,0.10617871896700315,0.5007673014555263,age,ipw,0.4006027387988611,0.646772597046991,0.4807368584933274
-0.8181818181818183,0.0,0.5001640261609762,age,true,,,
-0.7575757575757573,0.02515585901642375,0.5170599658756347,age,taylor,0.4730472922251587,0.5556718050987881,0.5172366894396215
-0.7575757575757573,0.08060289057802505,0.5028478836529936,age,ipw,0.41594297605449676,0.6237512042852971,0.4898561077315302
-0.7575757575757573,0.0,0.5028067697050614,age,true,,,
-0.6969696969696968,0.023796004302176516,0.5181203945278842,age,taylor,0.47659730067036205,0.5553453351393007,0.519489941374896
-0.6969696969696968,0.06246078642510332,0.5051128751640678,age,ipw,0.4253769507687394,0.6038970795755498,0.49664412869720387
-0.6969696969696968,0.0,0.5054092779995901,age,true,,,
-0.6363636363636362,0.022547749845252513,0.5191354382948734,age,taylor,0.4798292102578004,0.5549612474088522,0.5204118500958002
-0.6363636363636362,0.04968239611599603,0.5074716401858513,age,ipw,0.43854039677786255,0.5889187771058464,0.5021264402352663
-0.6363636363636362,0.0,0.5072971312434571,age,true,,,
-0.5757575757575757,0.021411152357998772,0.5201050971766022,age,taylor,0.4837638045232475,0.5543776651464878,0.5212721712517874
-0.5757575757575757,0.04065278248924675,0.5098536226456577,age,ipw,0.44694528236236214,0.5792837910473062,0.5067493682888904
-0.5757575757575757,0.0,0.5090049670189964,age,true,,,
-0.5151515151515151,0.020386289649821192,0.5210293711730709,age,taylor,0.486058538670352,0.5534426213205675,0.5222473085115118
-0.5151515151515151,0.03417050375997155,0.5122044794123439,age,ipw,0.45594911810865085,0.5699096568140228,0.5103431640616197
-0.5151515151515151,0.0,0.5112511278077826,age,true,,,
-0.4545454545454546,0.019473262320594764,0.5219082602842792,age,taylor,0.48915554999994815,0.5523946875679017,0.5235929588948882
-0.4545454545454546,0.029392836332223584,0.5144826412277198,age,ipw,0.4659695293493177,0.5608476706357993,0.512188453887463
-0.4545454545454546,0.0,0.5128653147165989,age,true,,,
-0.39393939393939403,0.018672193991937616,0.5227417645102272,age,taylor,0.4911440145282039,0.5523717150584873,0.5246321953337416
-0.39393939393939403,0.025763590183776237,0.5166564399137424,age,ipw,0.4725359949162331,0.5569180549068126,0.5156321749532888
-0.39393939393939403,0.0,0.5148217272850055,age,true,,,
-0.33333333333333304,0.017983229458491852,0.523529883850915,age,taylor,0.4933026272319885,0.5525522354843834,0.5249881560989225
-0.33333333333333304,0.022935642465540876,0.5187018338090985,age,ipw,0.4799541130911735,0.5544139191673662,0.5191660705057224
-0.33333333333333304,0.0,0.5166667271500163,age,true,,,
-0.2727272727272725,0.017406530239846625,0.5242726183063424,age,taylor,0.4955841057981464,0.5529144338989613,0.5249834916680534
-0.2727272727272725,0.02070389665151214,0.5206006907670466,age,ipw,0.4859044336978371,0.5534328897835996,0.5218492291940477
-0.2727272727272725,0.0,0.5181199454461024,age,true,,,
-0.21212121212121193,0.016942267285231422,0.5249699678765096,age,taylor,0.4981439753332767,0.5531498583336266,0.525527763409665
-0.21212121212121193,0.01895616594088652,0.5223395447881244,age,ipw,0.49103931330390416,0.5515961238353505,0.5241948197873003
-0.21212121212121193,0.0,0.5189907873742645,age,true,,,
-0.15151515151515138,0.016590611035335462,0.5256219325614164,age,taylor,0.5003132926684555,0.5532997242577923,0.5257842014908206
-0.15151515151515138,0.01764055374277697,0.5239087218061125,age,ipw,0.494520872070298,0.552993345300526,0.5247033209089564
-0.15151515151515138,0.0,0.5203784005553,age,true,,,
-0.09090909090909083,0.016351719621568925,0.526228512361063,age,taylor,0.49997777765604445,0.5549066350760793,0.5259586816656265
-0.09090909090909083,0.016743703679097003,0.5253017252916498,age,ipw,0.49925398285274586,0.553865227050128,0.5255077813035287
-0.09090909090909083,0.0,0.5217075146673247,age,true,,,
-0.030303030303030276,0.016225726550746045,0.5267897072754493,age,taylor,0.5006291624313675,0.5551530221293982,0.5263416436874764
-0.030303030303030276,0.01627430652694231,0.5265147769993075,age,ipw,0.4998952810823521,0.5550674342362462,0.525945489581402
-0.030303030303030276,0.0,0.5226217841200815,age,true,,,
0.030303030303030276,0.016212729600577194,0.5273055173045752,age,taylor,0.5014024647601495,0.554198339796741,0.5272978866120324
0.030303030303030276,0.01624888243802349,0.5275464176260288,age,ipw,0.5012456436578829,0.5540182549213716,0.5273232115672709
0.030303030303030276,0.0,0.5232269205078907,age,true,,,
0.09090909090909083,0.016312782670978625,0.527775942448441,age,taylor,0.5010865131850019,0.554044245116567,0.5272614698305849
0.09090909090909083,0.016680613577940824,0.5283970832974842,age,ipw,0.500413413076721,0.5552192350448955,0.5272653234887902
0.09090909090909083,0.0,0.5245924773629577,age,true,,,
0.15151515151515138,0.016525891925951115,0.5282009827070463,age,taylor,0.4999860574651738,0.5552092239663199,0.5271849568594074
0.15151515151515138,0.01757430232093452,0.5290685851502799,age,ipw,0.4990757222842347,0.5581690372249322,0.5289466567243237
0.15151515151515138,0.0,0.5251535158433113,age,true,,,
0.21212121212121238,0.016852016797228583,0.5285806380803915,age,taylor,0.5004465488674169,0.5551054263635874,0.5274656183319815
0.21212121212121238,0.018929002924670698,0.5295634306275745,age,ipw,0.49998121226965936,0.5603963655601565,0.5291415172774376
0.21212121212121238,0.0,0.5255175944617579,age,true,,,
0.27272727272727293,0.0172910755156074,0.5289149085684762,age,taylor,0.5000179953916806,0.5567603783004033,0.5282613313351598
0.27272727272727293,0.020746016595890177,0.5298839371883362,age,ipw,0.49652235975079906,0.5641498731628657,0.5309304707733172
0.27272727272727293,0.0,0.526142740818851,age,true,,,
0.3333333333333335,0.01784295405257041,0.5292037941713007,age,taylor,0.49857065445153376,0.559263484550769,0.5289253916137306
0.3333333333333335,0.02303793962654444,0.5300311032294615,age,ipw,0.49210745639571907,0.567634783867455,0.5311433007003019
0.3333333333333335,0.0,0.5268005197584826,age,true,,,
0.39393939393939403,0.018507516900345064,0.529447294888865,age,taylor,0.4999771943223573,0.5610766957789826,0.5291714240841385
0.39393939393939403,0.02583563818571184,0.5300032185752067,age,ipw,0.4876946061450548,0.5700937226130561,0.5307484190054436
0.39393939393939403,0.0,0.5267785460094135,age,true,,,
0.4545454545454546,0.019284618067351655,0.5296454107211689,age,taylor,0.4995986093548561,0.5616960958920236,0.5295728799092361
0.4545454545454546,0.029192187401105393,0.5297942191169202,age,ipw,0.48316121413037877,0.5739303688620941,0.5292644226181905
0.4545454545454546,0.0,0.526723506121116,age,true,,,
0.5151515151515151,0.020174110953789754,0.5297981416682126,age,taylor,0.49679162912574726,0.5635846692366545,0.5304431558250637
0.5151515151515151,0.03318406364604748,0.5293918177267425,age,ipw,0.4764841936612729,0.5824623498632772,0.5292195850929098
0.5151515151515151,0.0,0.5265340060739196,age,true,,,
0.5757575757575757,0.021175856249138217,0.5299054877299959,age,taylor,0.4952850069691276,0.5655879643064513,0.5306760758282514
0.5757575757575757,0.037910147171464244,0.5287754761710444,age,ipw,0.46921371996506395,0.5908961080608081,0.5303102268648916
0.5757575757575757,0.0,0.5261392633364768,age,true,,,
0.6363636363636367,0.022289727498070542,0.5299674489065188,age,taylor,0.49292559896999627,0.5674058228194034,0.5308668582567518
0.6363636363636367,0.043488986657886586,0.5279143190403862,age,ipw,0.45933779964286897,0.5999179824806926,0.529552745503523
0.6363636363636367,0.0,0.5256900408624631,age,true,,,
0.6969696969696972,0.023515614395676978,0.5299840251977815,age,taylor,0.4905141911215917,0.5694460839299263,0.5312427275650049
0.6969696969696972,0.050054646422665626,0.5267651280906394,age,ipw,0.4494391989216832,0.6116733437473916,0.5276648295081813
0.6969696969696972,0.0,0.5251768354204124,age,true,,,
0.7575757575757578,0.024853424142653353,0.5299552166037841,age,taylor,0.4888325224544246,0.5715730276177506,0.5310261009392858
0.7575757575757578,0.05775133030555869,0.5252705900859413,age,ipw,0.44012953479189904,0.6263966908953491,0.5227922061478008
0.7575757575757578,0.0,0.5245197633342314,age,true,,,
0.8181818181818183,0.02630308131662195,0.5298810231245262,age,taylor,0.4860593353683319,0.5740759845486231,0.5304802964031721
0.8181818181818183,0.06672680319342403,0.52335799857976,age,ipw,0.4276986154232747,0.6411694755919279,0.5192160880642163
0.8181818181818183,0.0,0.5232595184577724,age,true,,,
0.8787878787878789,0.02786452672938384,0.5297614447600081,age,taylor,0.48209588685636606,0.5762131920020153,0.5299221594448326
0.8787878787878789,0.07712443529496622,0.5209386249713852,age,ipw,0.4130000626696657,0.6553280339688616,0.5124198668312128
0.8787878787878789,0.0,0.5225983986542075,age,true,,,
0.9393939393939394,0.029537715683987876,0.5295964815102296,age,taylor,0.47914433976809834,0.5771761988632623,0.5301317342077976
0.9393939393939394,0.08907357879026481,0.517907971761038,age,ipw,0.3968667141537173,0.6685419089410206,0.5053235912874737
0.9393939393939394,0.0,0.5225004737304767,age,true,,,
1.0,0.03132261595774473,0.5293861333751909,age,taylor,0.47621780711251976,0.5788758086411968,0.5304096275542024
1.0,0.10267805723251412,0.5141470973005027,age,ipw,0.3779815231008446,0.6867388093715016,0.4994080449295567
1.0,0.0,0.5217433257767905,age,true,,,
1.0606060606060606,0.033219205744519954,0.5291304003548919,age,taylor,0.47286220715086347,0.5807411955773519,0.5293736594799697
1.0606060606060606,0.11800284096972977,0.5095251543217258,age,ipw,0.3570740255448735,0.7103731220179066,0.4906136103544402
1.0606060606060606,0.0,0.5199874909596711,age,true,,,
1.121212121212121,0.03522747170728006,0.5288292824493326,age,taylor,0.4694551167139394,0.5844987491674263,0.5290411560693719
1.121212121212121,0.13505944263408057,0.503903214292922,age,ipw,0.3371971207803289,0.728817024589083,0.4793992329610427
1.121212121212121,0.0,0.5181692708968726,age,true,,,
1.1818181818181817,0.03734740722653028,0.528482779658513,age,taylor,0.46522772807418383,0.5874660091492727,0.5288194284722972
1.1818181818181817,0.15379107975577438,0.49713935910607576,age,ipw,0.3157323510151381,0.7770534714744735,0.4628478740402707
1.1818181818181817,0.0,0.5162866172211785,age,true,,,
1.2424242424242422,0.03957901088282801,0.5280908919824331,age,taylor,0.461521896648127,0.5898633984334637,0.5284223034864669
1.2424242424242422,0.17405908718653085,0.48909491645315906,age,ipw,0.2937844487879349,0.7986059574006177,0.45058434714603207
1.2424242424242422,0.0,0.5141911794948684,age,true,,,
1.3030303030303028,0.041922285179806514,0.5276536194210928,age,taylor,0.4579156862216664,0.5932062283270652,0.5285511467546319
1.3030303030303028,0.19563231601080044,0.4796416037281871,age,ipw,0.2712189486154054,0.8092338917071669,0.43285505398786467
1.3030303030303028,0.0,0.5114615955131367,age,true,,,
1.3636363636363633,0.04437723549477215,0.5271709619744924,age,taylor,0.45422405030492813,0.5975149535338399,0.528262816114524
1.3636363636363633,0.21818126884013844,0.4686692374989867,age,ipw,0.2476975499183093,0.8127908993159578,0.41492185971751183
1.3636363636363633,0.0,0.5097461670803859,age,true,,,
1.4242424242424248,0.046943869233565,0.5266429196426315,age,taylor,0.45044698889791235,0.6013685915814319,0.5277398529223946
1.4242424242424248,0.24127848171455765,0.4560935725650316,age,ipw,0.22243364294424553,0.8092252642819633,0.3955370840230542
1.4242424242424248,0.0,0.5069111468829327,age,true,,,
1.4848484848484853,0.049622195162094894,0.5260694924255105,age,taylor,0.446584502000619,0.6066352570573641,0.5265365726104085
1.4848484848484853,0.264406196936988,0.44186376720208814,age,ipw,0.20045931807391237,0.8600740433495042,0.37504866698815303
1.4848484848484853,0.0,0.5042733538469265,age,true,,,
1.5454545454545459,0.05241222288652927,0.5254506803231291,age,taylor,0.44263658961304814,0.6076456292375968,0.5248976361353853
1.5454545454545459,0.2869717334583471,0.4259689388387937,age,ipw,0.18140916759926903,0.8736592265700851,0.3505426781937093
1.5454545454545459,0.0,0.5025161019042486,age,true,,,
1.6060606060606064,0.05531396245588425,0.5247864833354875,age,taylor,0.43860325173519976,0.610750689576869,0.5227782939019199
1.6060606060606064,0.3083302242044917,0.40844328401444463,age,ipw,0.16027365758127354,0.8608842587493499,0.32217932824803097
1.6060606060606064,0.0,0.5003580629280728,age,true,,,
